"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"PLS3",3351.71366339987,0.51812157301826,0.131360862632087,3.94426134722795,8.00463245056811e-05,0.00334731350540424,"PLS3"
"LRFN1",601.359429740611,0.491606199334047,0.148127300221611,3.31880887991992,0.000904022797410329,0.0250230936592795,"LRFN1"
"CMBL",1317.98378985661,0.491326694315174,0.145931051837201,3.36684131396031,0.000760344268649814,0.0221346708252606,"CMBL"
"NFIL3",587.011834488808,0.481906339974358,0.140763280568091,3.42352308094474,0.000618150021000604,0.0187080578340183,"NFIL3"
"GPI",9841.60796257641,0.440279351363276,0.113945378868577,3.86395091872121,0.000111567648510627,0.00445011882110594,"GPI"
"RFTN1",3759.96155579133,0.423781118628164,0.137163381167578,3.08960828335379,0.0020042063361713,0.0483371066131484,"RFTN1"
"HK1",6840.91769689716,0.406367614272945,0.127072765350303,3.19791273254112,0.00138426163964874,0.035710736428484,"HK1"
"MANSC1",1234.70007985666,0.396280601421698,0.121961371400525,3.24923044789568,0.00115717690941124,0.0307185051242342,"MANSC1"
"TPM1",7592.92699666879,0.395559389822472,0.107845320906201,3.66784007408638,0.000244608095106251,0.00851258059837324,"TPM1"
"IGFBPL1",6302.91578480424,-0.403161372470405,0.111208625629558,-3.62527070349163,0.000288658920415263,0.00980431913969397,"IGFBPL1"
"SSBP3",4335.55636115494,-0.417349023955556,0.114729046969758,-3.6376927637651,0.000275091295413083,0.00938447410404807,"SSBP3"
"CYB561",20610.3052245669,-0.428997166900406,0.119143816287662,-3.60066665872638,0.000317402299089619,0.010710434196612,"CYB561"
"NPAS2",389.147972507941,-0.495358322290126,0.153206762763341,-3.23326668715864,0.00122383256642045,0.0321606586703041,"NPAS2"
"NDRG4",4123.89660439835,-0.500487750580519,0.14809198356984,-3.37957354960062,0.00072598379591268,0.0214296089738475,"NDRG4"
"VSIG10",812.801289109326,-0.5078310303827,0.135466810035179,-3.74874871749637,0.000177719037260722,0.0065667395335577,"VSIG10"
"ITPK1",3470.65132879847,-0.511809300029299,0.15337174456662,-3.33705078126032,0.000846724760967676,0.024035858360608,"ITPK1"
"SREBF1",4232.77238926147,-0.513558211078533,0.158730306184022,-3.23541372422696,0.00121466587657701,0.0320260040271728,"SREBF1"
"SPSB4",898.058487788465,-0.530491265063879,0.118351219662669,-4.48234725908118,7.38264808152039e-06,0.000419140414438435,"SPSB4"
"IL4R",463.262450386928,-0.538651836140805,0.147952861753393,-3.64069900208235,0.000271898857795545,0.00935765184041483,"IL4R"
"HAND1",3159.88862817656,-0.54058429390642,0.166823655089939,-3.24045348134217,0.00119339742464292,0.0315759544442741,"HAND1"
"PLAT",6235.73368623986,-0.554493005501982,0.149372942884322,-3.71213818778007,0.000205515723809073,0.00740046898049523,"PLAT"
"SERPINE2",1124.28640005684,-0.556052966672545,0.145527761471821,-3.8209408366404,0.000132943544302663,0.00511898459201044,"SERPINE2"
"RADIL",1515.78653754067,-0.567521182419924,0.181401651466468,-3.1285337141753,0.00175680855272234,0.0432690312007795,"RADIL"
